run_name,first_train_loss,last_train_loss,n_steps
model_1m_tok_2000000,9.002180099487305,4.517149925231934,984
model_1m_tok_10000000,9.002180099487305,3.3513996601104736,4921
model_1m_tok_50000000,9.002180099487305,2.9004623889923096,24606
model_5m_tok_2000000,9.058687210083008,4.244178771972656,984
model_5m_tok_10000000,9.058687210083008,2.956479549407959,4921
model_5m_tok_50000000,9.058687210083008,2.53290057182312,24606
model_20m_tok_2000000,9.014809608459473,4.160735607147217,984
model_20m_tok_10000000,9.014809608459473,2.726142883300781,4921
model_20m_tok_50000000,9.014809608459473,2.304868459701538,24606
